Name,Number,Normal,Fire,Water,Electric,Grass,Ice,Fighting,Poison,Ground,Flying,Psychic,Bug,Rock,Ghost,Dragon,Dark,Steel,Fairy
Torracat,#726,*1,*0.5,*2,*1,*0.5,*0.5,*1,*1,*2,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*0.5
Incineroar,#727,*1,*0.5,*2,*1,*0.5,*0.5,*2,*1,*2,*1,*0,*1,*2,*0.5,*1,*0.5,*0.5,*1
Popplio,#728,*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
Brionne,#729,*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
Primarina,#730,*1,*0.5,*0.5,*2,*2,*0.5,*0.5,*2,*1,*1,*1,*0.5,*1,*1,*0,*0.5,*1,*1
Grubbin,#736,*1,*2,*1,*1,*0.5,*1,*0.5,*1,*0.5,*2,*1,*1,*2,*1,*1,*1,*1,*1
Charjabug,#737,*1,*2,*1,*0.5,*0.5,*1,*0.5,*1,*1,*1,*1,*1,*2,*1,*1,*1,*0.5,*1
Vikavolt,#738,*1,*2,*1,*0.5,*0.5,*1,*0.5,*1,*1,*1,*1,*1,*2,*1,*1,*1,*0.5,*1
Cutiefly,#742,*1,*2,*1,*1,*0.5,*1,*0.25,*2,*0.5,*2,*1,*0.5,*2,*1,*0,*0.5,*2,*1
Ribombee,#743,*1,*2,*1,*1,*0.5,*1,*0.25,*2,*0.5,*2,*1,*0.5,*2,*1,*0,*0.5,*2,*1
Rockruff,#744,*0.5,*0.5,*2,*1,*2,*1,*2,*0.5,*2,*0.5,*1,*1,*1,*1,*1,*1,*2,*1
Lycanroc,#745,*0.5,*0.5,*2,*1,*2,*1,*2,*0.5,*2,*0.5,*1,*1,*1,*1,*1,*1,*2,*1
Wishiwashi,#746,*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
Mareanie,#747,*1,*0.5,*0.5,*2,*1,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*1,*1,*1,*1,*0.5,*0.5
Toxapex,#748,*1,*0.5,*0.5,*2,*1,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*1,*1,*1,*1,*0.5,*0.5
Mudbray,#749,*1,*1,*2,*0,*2,*2,*1,*0.5,*1,*1,*1,*1,*0.5,*1,*1,*1,*1,*1
Mudsdale,#750,*1,*1,*2,*0,*2,*2,*1,*0.5,*1,*1,*1,*1,*0.5,*1,*1,*1,*1,*1
Dewpider,#751,*1,*1,*0.5,*2,*1,*0.5,*0.5,*1,*0.5,*2,*1,*1,*2,*1,*1,*1,*0.5,*1
Araquanid,#752,*1,*1,*0.5,*2,*1,*0.5,*0.5,*1,*0.5,*2,*1,*1,*2,*1,*1,*1,*0.5,*1
Fomantis,#753,*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
Lurantis,#754,*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
Morelull,#755,*1,*2,*0.5,*0.5,*0.5,*2,*0.5,*4,*0.5,*2,*1,*1,*1,*1,*0,*0.5,*2,*1
Shiinotic,#756,*1,*2,*0.5,*0.5,*0.5,*2,*0.5,*4,*0.5,*2,*1,*1,*1,*1,*0,*0.5,*2,*1
Salandit,#757,*1,*0.5,*2,*1,*0.25,*0.5,*0.5,*0.5,*4,*1,*2,*0.25,*2,*1,*1,*1,*0.5,*0.25
Salazzle,#758,*1,*0.5,*2,*1,*0.25,*0.5,*0.5,*0.5,*4,*1,*2,*0.25,*2,*1,*1,*1,*0.5,*0.25
Stufful,#759,*1,*1,*1,*1,*1,*1,*2,*1,*1,*2,*2,*0.5,*0.5,*0,*1,*0.5,*1,*2
Bewear,#760,*1,*1,*1,*1,*1,*1,*2,*1,*1,*2,*2,*0.5,*0.5,*0,*1,*0.5,*1,*2
Bounsweet,#761,*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
Steenee,#762,*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
Tsareena,#763,*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
Comfey,#764,*1,*1,*1,*1,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*1,*1,*0,*0.5,*2,*1
Oranguru,#765,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*2,*1,*0,*1,*2,*1,*1
Passimian,#766,*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*1,*2
Wimpod,#767,*1,*1,*0.5,*2,*1,*0.5,*0.5,*1,*0.5,*2,*1,*1,*2,*1,*1,*1,*0.5,*1
Golisopod,#768,*1,*1,*0.5,*2,*1,*0.5,*0.5,*1,*0.5,*2,*1,*1,*2,*1,*1,*1,*0.5,*1
Sandygast,#769,*0,*1,*2,*0,*2,*2,*0,*0.25,*1,*1,*1,*0.5,*0.5,*2,*1,*2,*1,*1
Palossand,#770,*0,*1,*2,*0,*2,*2,*0,*0.25,*1,*1,*1,*0.5,*0.5,*2,*1,*2,*1,*1
Pyukumuku,#771,*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
Type:Null,#772,*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
Silvally,#773,*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
Turtonator,#776,*1,*0.25,*1,*0.5,*0.25,*1,*1,*1,*2,*1,*1,*0.5,*2,*1,*2,*1,*0.5,*1
Togedemaru,#777,*0.5,*2,*1,*0.5,*0.5,*0.5,*2,*0,*4,*0.25,*0.5,*0.5,*0.5,*1,*0.5,*1,*0.25,*0.5
Mimikyu,#778,*0,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1,*0.25,*1,*2,*0,*1,*2,*1
Drampa,#780,*1,*0.5,*0.5,*0.5,*0.5,*2,*2,*1,*1,*1,*1,*1,*1,*0,*2,*1,*1,*2
Dhelmise,#781,*0,*2,*0.5,*0.5,*0.5,*2,*0,*1,*0.5,*2,*1,*1,*1,*2,*1,*2,*1,*1
Jangmo-o,#782,*1,*0.5,*0.5,*0.5,*0.5,*2,*1,*1,*1,*1,*1,*1,*1,*1,*2,*1,*1,*2
Hakamo-o,#783,*1,*0.5,*0.5,*0.5,*0.5,*2,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*2,*0.5,*1,*4
Kommo-o,#784,*1,*0.5,*0.5,*0.5,*0.5,*2,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*2,*0.5,*1,*4
Cosmog,#789,*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
Cosmoem,#790,*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
Solgaleo,#791,*0.5,*2,*1,*1,*0.5,*0.5,*1,*0,*2,*0.5,*0.25,*1,*0.5,*2,*0.5,*2,*0.5,*0.5
Lunala,#792,*0,*1,*1,*1,*1,*1,*0,*0.5,*1,*1,*0.5,*1,*1,*4,*1,*4,*1,*1
Necrozma,#800,*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
Magearna,#801,*0.5,*2,*1,*1,*0.5,*0.5,*1,*0,*2,*0.5,*0.5,*0.25,*0.5,*1,*0,*0.5,*1,*0.5
Marshadow,#802,*0,*1,*1,*1,*1,*1,*0,*0.5,*1,*2,*2,*0.25,*0.5,*2,*1,*1,*1,*2
Zeraora,#807,*1,*1,*1,*0.5,*1,*1,*1,*1,*2,*0.5,*1,*1,*1,*1,*1,*1,*0.5,*1
Meltan,#808,*0.5,*2,*1,*1,*0.5,*0.5,*2,*0,*2,*0.5,*0.5,*0.5,*0.5,*1,*0.5,*1,*0.5,*0.5
Melmetal,#809,*0.5,*2,*1,*1,*0.5,*0.5,*2,*0,*2,*0.5,*0.5,*0.5,*0.5,*1,*0.5,*1,*0.5,*0.5
Grookey,#810,*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
Thwackey,#811,*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
Rillaboom,#812,*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
Scorbunny,#813,*1,*0.5,*2,*1,*0.5,*0.5,*1,*1,*2,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*0.5
Raboot,#814,*1,*0.5,*2,*1,*0.5,*0.5,*1,*1,*2,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*0.5
Cinderace,#815,*1,*0.5,*2,*1,*0.5,*0.5,*1,*1,*2,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*0.5
Sobble,#816,*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
Drizzile,#817,*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
Inteleon,#818,*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
Skwovet,#819,*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
Greedent,#820,*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
Rookidee,#821,*1,*1,*1,*2,*0.5,*2,*0.5,*1,*0,*1,*1,*0.5,*2,*1,*1,*1,*1,*1
Corvisquire,#822,*1,*1,*1,*2,*0.5,*2,*0.5,*1,*0,*1,*1,*0.5,*2,*1,*1,*1,*1,*1
Corviknight,#823,*0.5,*2,*1,*2,*0.25,*1,*1,*0,*0,*0.5,*0.5,*0.25,*1,*1,*0.5,*1,*0.5,*0.5
Blipbug,#824,*1,*2,*1,*1,*0.5,*1,*0.5,*1,*0.5,*2,*1,*1,*2,*1,*1,*1,*1,*1
Dottler,#825,*1,*2,*1,*1,*0.5,*1,*0.25,*1,*0.5,*2,*0.5,*2,*2,*2,*1,*2,*1,*1
Orbeetle,#826,*1,*2,*1,*1,*0.5,*1,*0.25,*1,*0.5,*2,*0.5,*2,*2,*2,*1,*2,*1,*1
Nickit,#827,*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*0,*2,*1,*0.5,*1,*0.5,*1,*2
Thievul,#828,*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*0,*2,*1,*0.5,*1,*0.5,*1,*2
Gossifleur,#829,*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
Eldegoss,#830,*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
Wooloo,#831,*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
Dubwool,#832,*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
Chewtle,#833,*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
Drednaw,#834,*0.5,*0.25,*1,*2,*4,*0.5,*2,*0.5,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1
Yamper,#835,*1,*1,*1,*0.5,*1,*1,*1,*1,*2,*0.5,*1,*1,*1,*1,*1,*1,*0.5,*1
Boltund,#836,*1,*1,*1,*0.5,*1,*1,*1,*1,*2,*0.5,*1,*1,*1,*1,*1,*1,*0.5,*1
Rolycoly,#837,*0.5,*0.5,*2,*1,*2,*1,*2,*0.5,*2,*0.5,*1,*1,*1,*1,*1,*1,*2,*1
Carkol,#838,*0.5,*0.25,*4,*1,*1,*0.5,*2,*0.5,*4,*0.5,*1,*0.5,*2,*1,*1,*1,*1,*0.5
Coalossal,#839,*0.5,*0.25,*4,*1,*1,*0.5,*2,*0.5,*4,*0.5,*1,*0.5,*2,*1,*1,*1,*1,*0.5
Applin,#840,*1,*1,*0.25,*0.25,*0.25,*4,*1,*2,*0.5,*2,*1,*2,*1,*1,*2,*1,*1,*2
Flapple,#841,*1,*1,*0.25,*0.25,*0.25,*4,*1,*2,*0.5,*2,*1,*2,*1,*1,*2,*1,*1,*2
Appletun,#842,*1,*1,*0.25,*0.25,*0.25,*4,*1,*2,*0.5,*2,*1,*2,*1,*1,*2,*1,*1,*2
Silicobra,#843,*1,*1,*2,*0,*2,*2,*1,*0.5,*1,*1,*1,*1,*0.5,*1,*1,*1,*1,*1
Sandaconda,#844,*1,*1,*2,*0,*2,*2,*1,*0.5,*1,*1,*1,*1,*0.5,*1,*1,*1,*1,*1
Cramorant,#845,*1,*0.5,*0.5,*4,*1,*1,*0.5,*1,*0,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*1
Arrokuda,#846,*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
Barraskewda,#847,*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
Toxel,#848,*1,*1,*1,*0.5,*0.5,*1,*0.5,*0.5,*4,*0.5,*2,*0.5,*1,*1,*1,*1,*0.5,*0.5
Toxtricity,#849,*1,*1,*1,*0.5,*0.5,*1,*0.5,*0.5,*4,*0.5,*2,*0.5,*1,*1,*1,*1,*0.5,*0.5
Sizzlipede,#850,*1,*1,*2,*1,*0.25,*0.5,*0.5,*1,*1,*2,*1,*0.5,*4,*1,*1,*1,*0.5,*0.5
Centiskorch,#851,*1,*1,*2,*1,*0.25,*0.5,*0.5,*1,*1,*2,*1,*0.5,*4,*1,*1,*1,*0.5,*0.5
Clobbopus,#852,*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*1,*2
Grapploct,#853,*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*1,*2
Sinistea,#854,*0,*1,*1,*1,*1,*1,*0,*0.5,*1,*1,*1,*0.5,*1,*2,*1,*2,*1,*1
Polteageist,#855,*0,*1,*1,*1,*1,*1,*0,*0.5,*1,*1,*1,*0.5,*1,*2,*1,*2,*1,*1
Hatenna,#856,*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
Hattrem,#857,*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
Hatterene,#858,*1,*1,*1,*1,*1,*1,*0.25,*2,*1,*1,*0.5,*1,*1,*2,*0,*1,*2,*1
Impidimp,#859,*1,*1,*1,*1,*1,*1,*1,*2,*1,*1,*0,*1,*1,*0.5,*0,*0.25,*2,*2
Morgrem,#860,*1,*1,*1,*1,*1,*1,*1,*2,*1,*1,*0,*1,*1,*0.5,*0,*0.25,*2,*2
Grimmsnarl,#861,*1,*1,*1,*1,*1,*1,*1,*2,*1,*1,*0,*1,*1,*0.5,*0,*0.25,*2,*2
Obstagoon,#862,*1,*1,*1,*1,*1,*1,*4,*1,*1,*1,*0,*2,*1,*0,*1,*0.5,*1,*2
Perrserker,#863,*0.5,*2,*1,*1,*0.5,*0.5,*2,*0,*2,*0.5,*0.5,*0.5,*0.5,*1,*0.5,*1,*0.5,*0.5
Cursola,#864,*0,*1,*1,*1,*1,*1,*0,*0.5,*1,*1,*1,*0.5,*1,*2,*1,*2,*1,*1
Sirfetch'd,#865,*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*1,*2
Mr.Rime,#866,*1,*2,*1,*1,*1,*0.5,*1,*1,*1,*1,*0.5,*2,*2,*2,*1,*2,*2,*1
Runerigus,#867,*0,*1,*2,*0,*2,*2,*0,*0.25,*1,*1,*1,*0.5,*0.5,*2,*1,*2,*1,*1
Milcery,#868,*1,*1,*1,*1,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*1,*1,*0,*0.5,*2,*1
Alcremie,#869,*1,*1,*1,*1,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*1,*1,*0,*0.5,*2,*1
Falinks,#870,*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*1,*2
Pincurchin,#871,*1,*1,*1,*0.5,*1,*1,*1,*1,*2,*0.5,*1,*1,*1,*1,*1,*1,*0.5,*1
Snom,#872,*1,*4,*1,*1,*0.5,*0.5,*1,*1,*0.5,*2,*1,*1,*4,*1,*1,*1,*2,*1
Frosmoth,#873,*1,*4,*1,*1,*0.5,*0.5,*1,*1,*0.5,*2,*1,*1,*4,*1,*1,*1,*2,*1
Stonjourner,#874,*0.5,*0.5,*2,*1,*2,*1,*2,*0.5,*2,*0.5,*1,*1,*1,*1,*1,*1,*2,*1
Eiscue,#875,*1,*2,*1,*1,*1,*0.5,*2,*1,*1,*1,*1,*1,*2,*1,*1,*1,*2,*1
Indeedee,#876,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*2,*1,*0,*1,*2,*1,*1
Morpeko,#877,*1,*1,*1,*0.5,*1,*1,*2,*1,*2,*0.5,*0,*2,*1,*0.5,*1,*0.5,*0.5,*2
Cufant,#878,*0.5,*2,*1,*1,*0.5,*0.5,*2,*0,*2,*0.5,*0.5,*0.5,*0.5,*1,*0.5,*1,*0.5,*0.5
Copperajah,#879,*0.5,*2,*1,*1,*0.5,*0.5,*2,*0,*2,*0.5,*0.5,*0.5,*0.5,*1,*0.5,*1,*0.5,*0.5
Dracozolt,#880,*1,*0.5,*0.5,*0.25,*0.5,*2,*1,*1,*2,*0.5,*1,*1,*1,*1,*2,*1,*0.5,*2
Arctozolt,#881,*1,*2,*1,*0.5,*1,*0.5,*2,*1,*2,*0.5,*1,*1,*2,*1,*1,*1,*1,*1
Dracovish,#882,*1,*0.25,*0.25,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*1,*0.5,*2
Arctovish,#883,*1,*1,*0.5,*2,*2,*0.25,*2,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1
Duraludon,#884,*0.5,*1,*0.5,*0.5,*0.25,*1,*2,*0,*2,*0.5,*0.5,*0.5,*0.5,*1,*1,*1,*0.5,*1
Dreepy,#885,*0,*0.5,*0.5,*0.5,*0.5,*2,*0,*0.5,*1,*1,*1,*0.5,*1,*2,*2,*2,*1,*2
Drakloak,#886,*0,*0.5,*0.5,*0.5,*0.5,*2,*0,*0.5,*1,*1,*1,*0.5,*1,*2,*2,*2,*1,*2
Dragapult,#887,*0,*0.5,*0.5,*0.5,*0.5,*2,*0,*0.5,*1,*1,*1,*0.5,*1,*2,*2,*2,*1,*2
Zacian,#888,*1,*1,*1,*1,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*1,*1,*0,*0.5,*2,*1
Zacian Crown Sword,#888,*0.5,*2,*1,*1,*0.5,*0.5,*1,*0,*2,*0.5,*0.5,*0.25,*0.5,*1,*0,*0.5,*1,*0.5
Zamazenta,#889,*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*1,*2
Zamazenta Crown Sword,#889,*0.5,*2,*1,*1,*0.5,*0.5,*2,*0,*2,*1,*1,*0.25,*0.25,*1,*0.5,*0.5,*0.5,*1
Eternatus,#890,*1,*0.5,*0.5,*0.5,*0.25,*2,*0.5,*0.5,*2,*1,*2,*0.5,*1,*1,*2,*1,*1,*1
Kubfu,#891,*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*1,*2
Urshifu,#892,*1,*1,*1,*1,*1,*1,*2,*1,*1,*2,*0,*1,*0.5,*0.5,*1,*0.25,*1,*4
Urshifu Rapid Strike,#892,*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*0.5,*2
Zarude,#893,*1,*2,*0.5,*0.5,*0.5,*2,*2,*2,*0.5,*2,*0,*4,*1,*0.5,*1,*0.5,*1,*2
